,username,public_repos,forked_repo_ratio,commit_count_last_6m,stars_total,followers,pull_requests_merged,avg_stars_per_repo,following,pull_requests_opened,issues_opened,readme_presence_ratio,cluster_label
3313,gedwards,1,0.4915142258318266,103,10,97,11,12.786168184718704,45,27,0,3.0143801360437988e-05,Cluster_1
3314,james08,4,0.9755273290209018,16,4,83,8,0.0,143,0,7,0.00046482477080572103,Cluster_1
3315,thanson,13,0.33324174055072764,210,80,12,17,7.971923297998776,54,0,30,0.0023665505223527316,Cluster_3
3316,kathleenthompson,6,0.5950463449237612,85,42,9,10,0.0,8,0,5,2.454830112065403e-05,Cluster_1
3317,robin13,1,0.09019570020024437,0,26,14,0,20.51135946055096,49,0,0,1.7752127962684545e-05,Cluster_3
3318,masondebra,39,0.6060150024794432,766,880,176,86,62.26364021400687,85,0,21,0.00040626821022715675,Cluster_2
3319,christina17,239,0.08963177330461791,4744,6,13,475,0.0,57,87,59,0.009430043962323498,Cluster_3
3320,dwebb,9,0.959235435323822,139,808,22,11,95.78711422389495,0,38,35,0.0006852575130724735,Cluster_1
3321,hday,1,0.7156626520723114,77,35,10,6,17.44557439356551,0,0,0,3.517497875091777e-05,Cluster_2
3322,robertsmith,0,0.7881597881357064,61,1,57,3,inf,0,13,36,0.0,Cluster_2
3323,hayessandra,10,0.7041043607716369,247,23,25,22,17.196846704089676,20,0,28,0.0007240893751808273,Cluster_2
3324,mleon,38,0.5897290360764658,786,186,4,66,11.258015711565719,0,17,5,0.004301912129999975,Cluster_3
3325,hdouglas,15,0.44991278108550536,304,17,4,29,0.0,70,3,19,0.0016758248492340661,Cluster_2
3326,davidpatrick,7,0.8583733797610624,115,2,1,10,0.0,36,0,27,0.0004861490016932754,Cluster_1
3327,djohnson,3,0.956835667543063,12,24,5,3,14.321563843072285,0,0,0,0.00021680177797360058,Cluster_1
3328,donaldwise,1,0.4990361729040813,38,7,66,1,41.15373434306741,12,0,0,0.00021849662037081076,Cluster_2
3329,kristinebanks,25,0.931535049155262,441,80,146,40,0.0,92,25,16,0.001643747617350099,Cluster_1
3330,steven17,29,0.5833329099885175,530,133,56,52,42.819484605707174,0,2,0,0.004185246314821122,Cluster_1
3331,wernerann,0,0.5383841868964332,57,4,46,0,inf,21,0,11,0.0,Cluster_3
3332,benjamingreen,80,0.4544827329553567,1695,9,16,170,27.499567351555346,73,65,64,0.012814817586491731,Cluster_1
3333,stoutrebecca,17,0.20928776153011985,359,129,64,26,13.756882912709674,0,21,9,0.0013774346127514857,Cluster_3
3334,udavis,60,0.0037196608180591895,1255,7,30,131,23.539262176864554,0,20,20,0.005538938081969032,Cluster_2
3335,christopherdavis,0,0.24150622685606127,0,4,300,3,inf,134,0,34,0.0,Cluster_1
3336,erica20,0,0.5097231716035652,0,3,17,0,inf,166,39,13,0.0,Cluster_3
3337,justinhaynes,5,0.37995995225975254,130,62,150,16,27.716276278407847,105,0,9,0.0003940515653369702,Cluster_2
3338,ngordon,15,0.4484852280026338,328,57,74,33,9.716901104476324,93,26,1,0.0015279974358045983,Cluster_1
3339,daniellewiggins,109,0.9806482195640496,2183,9,60,213,0.0,68,6,0,0.010245405532502439,Cluster_2
3340,christine59,21,0.3502723706693276,407,33,0,30,0.0,41,38,31,0.0025886412720236484,Cluster_2
3341,kevin79,5,0.4521829393601079,148,517,80,16,94.69051903923659,63,32,25,0.0005274863321207433,Cluster_1
3342,joshuaschwartz,1,0.13351555135281956,0,5,16,0,0.0,26,0,13,6.639338547264159e-05,Cluster_3
3343,vnicholson,46,0.04795773243698764,881,0,10,93,9.870686226230047,0,36,23,0.0068330197581184604,Cluster_1
3344,djackson,1,0.7754095145924946,0,75,2,0,71.17662942865529,18,11,18,0.00012310901631347825,Cluster_1
3345,melanie51,85,0.5706831750719786,1704,27,19,166,0.0,4,63,79,0.0056755152915812365,Cluster_3
3346,vramirez,4,0.760704806043895,25,9,21,11,55.108209652486075,37,12,33,0.0007655352632544777,Cluster_2
3347,mark06,80,0.14986279888655163,1565,107,2,159,22.100989533884693,0,11,15,0.012329032357029923,Cluster_2
3348,rpowers,20,0.5718287711826909,364,149,2,18,28.567442827121184,39,3,14,0.001846492831979132,Cluster_3
3349,richardcarrillo,6,0.25364247434137555,106,0,41,8,44.044302893643454,67,52,23,0.00027717262038918936,Cluster_3
3350,robertwilliams,3,0.22806181690001992,0,10,74,0,19.377168986995517,0,0,0,0.000685595908474333,Cluster_2
3351,aguilarpaul,4,0.011526014052985256,84,2146,26,4,521.0809198105427,0,11,18,0.0006634529059432996,Cluster_3
3352,joanne33,14,0.1303407235690719,342,94,112,33,0.0,0,41,26,0.0013251392503518312,Cluster_2
3353,dunlappaul,8,0.30926811149969535,166,111,17,18,33.1730551750847,20,0,19,0.00045199030935257203,Cluster_1
3354,scott90,3,0.11687876059093905,137,273,18,15,49.81291440449647,0,0,31,0.0004906150858500041,Cluster_3
3355,frazierbarbara,5,0.9858584404109375,166,34,5,21,5.2444073798086865,70,0,0,0.00030111339008797905,Cluster_3
3356,larry98,8,0.30863264852395067,198,138,1,22,0.0,10,15,0,0.0008067801896266808,Cluster_2
3357,williamsmichael,0,0.13032394670232816,3,120,324,3,inf,137,0,50,0.0,Cluster_1
3358,keithnathan,14,0.19908231282795774,281,87,109,29,23.295690728524782,101,2,0,0.0016555414905140094,Cluster_3
3359,jjohnson,1,0.5877032283414765,58,18,2,12,23.588310692072646,0,41,29,0.00013922165527204322,Cluster_1
3360,natalie82,1,0.06404352386478851,0,45,25,0,63.76218717941195,0,0,18,5.3454463082063506e-05,Cluster_3
3361,rosecassandra,0,0.8624341301411569,0,11,17,0,inf,28,0,35,0.0,Cluster_2
3362,usmith,0,0.9614996792371473,24,33,13,0,inf,87,3,46,0.0,Cluster_1
3363,laurenlee,0,0.24674742066738087,0,4,10,5,inf,47,0,0,0.0,Cluster_2
3364,stanleyfox,2,0.45009526859085935,0,7,35,0,7.753399123403092,45,14,38,0.00030074865133224214,Cluster_2
3365,marshmargaret,138,0.02213445102949707,2760,19,68,290,19.120982413227473,171,117,75,0.023121831818459226,Cluster_1
3366,john29,3,0.6407102247272215,55,6,36,3,0.0,0,13,76,0.0003132463590248481,Cluster_3
3367,thomasdonald,9,0.41392605805258886,109,13,16,11,33.83072403705808,0,65,66,0.0012929337321925677,Cluster_1
3368,stephanievasquez,13,0.2700584661015557,268,24,15,29,22.680357817006435,14,20,7,0.0011816225123715814,Cluster_2
3369,kelliebrown,8,0.20683711061660848,208,68,81,15,37.929026051359955,116,0,0,0.00029399420769910076,Cluster_1
3370,breannaruiz,6,0.6540230776587604,63,182,40,8,31.423421768812428,0,71,0,0.0005168548199440876,Cluster_3
3371,deanjohnson,1,0.41621703103231444,83,14,22,8,0.0,98,0,16,0.00014733234975694803,Cluster_2
3372,awallace,65,0.17965928902991202,1221,366,19,120,14.838718023277352,0,0,25,0.0007997507823653474,Cluster_2
3373,valeriemyers,111,0.689109081486824,2325,179,33,238,0.0,10,125,93,0.0018257310649021767,Cluster_1
3374,irwinelizabeth,0,0.5650722830366937,0,82,9,0,inf,13,0,0,0.0,Cluster_3
3375,georgeamy,1,0.8586720549294962,27,43,68,4,46.82160873264501,0,0,0,5.73608407374114e-05,Cluster_2
3376,joshua78,4,0.1174758988764929,0,58,3,7,62.04448585021535,0,0,12,0.0005943514991753351,Cluster_2
3377,xmills,1,0.7856666019444561,16,280,10,0,286.3709722388388,44,5,47,0.00013752770258331528,Cluster_2
3378,aaronlucas,15,0.673516786817259,311,299,50,29,22.72408271499412,97,35,19,0.002315016930433615,Cluster_2
3379,matthewsmary,2,0.11501093682809782,35,366,3,15,181.73935151929413,0,0,27,0.0001078439181085933,Cluster_1
3380,kristin16,190,0.6948207298717207,3771,35,1,379,0.0,9,122,47,0.012320905816226297,Cluster_3
3381,walshtina,44,0.4415472888798304,832,89,22,80,3.7392440729874266,5,5,8,0.011417428578456993,Cluster_2
3382,jerrygreen,10,0.9449847855558431,256,371,1,29,39.15765352273545,5,0,0,0.0008663101847784854,Cluster_1
3383,nicoleross,34,0.1416113506178993,681,10,2,65,0.0,0,68,70,0.006457101731104257,Cluster_2
3384,sanderschristopher,38,0.642833390815738,837,18,62,75,0.0,0,25,1,0.0043792653658541025,Cluster_2
3385,benjaminmoon,3,0.38198004546294595,33,34,14,10,1.7019196779786672,84,14,50,0.00030989023931586314,Cluster_1
3386,tiffanyperez,2,0.9568146705908778,18,167,138,0,84.79865957145387,126,0,0,0.00017119974462091316,Cluster_2
3387,eric18,8,0.32997489529027646,200,171,3,32,12.223916372370837,0,26,0,0.0007113195061722938,Cluster_1
3388,mckenzienguyen,26,0.9621859094918002,438,21,17,41,0.0,0,61,10,0.005700728163123629,Cluster_3
3389,salazarjulie,9,0.9014858511007491,119,2,36,22,6.007667262308332,0,0,0,0.0007423188577920938,Cluster_1
3390,cody34,0,0.27038323531065633,54,51,3,0,inf,0,32,28,0.0,Cluster_3
3391,goodmanbobby,2,0.8035417768264277,0,6,94,5,5.4259541844447,64,47,12,0.0001606791786587017,Cluster_1
3392,hgates,6,0.995604201803506,29,2,43,5,0.0,60,18,0,0.0004621184644608406,Cluster_1
3393,carolyn33,6,0.25266300217128235,213,3,1,25,12.396820424645165,7,0,22,0.0006560427657001997,Cluster_1
3394,bgonzalez,142,0.43677716932331967,2770,59,18,281,0.0,4,36,0,0.016184035903013635,Cluster_1
3395,christinechapman,0,0.5201807365667597,9,383,35,0,inf,24,70,31,0.0,Cluster_1
3396,christinecampbell,15,0.2949311358038643,303,35,8,23,23.058220433361303,0,0,0,0.00251529035001105,Cluster_1
3397,cynthiafowler,68,0.01526483964602976,1219,48,2,121,7.776042738270975,0,79,25,0.0034924770196628025,Cluster_2
3398,ebony05,223,0.22012924419752666,4446,278,30,445,0.0,6,123,79,0.007719435613070222,Cluster_1
3399,brendaroberts,4,0.28193688434175845,102,2,553,7,0.0,311,63,32,0.0005703245835825248,Cluster_3
3400,devinacosta,15,0.44359970131818716,317,84,11,33,0.0,74,0,0,0.0010002312303543678,Cluster_1
3401,william74,17,0.17110247841340187,385,32,211,40,42.25366718883501,94,0,29,0.0010165691046081897,Cluster_1
3402,joshuacollins,9,0.8732543566916726,160,91,6,11,0.0,0,4,2,0.00018523794880710378,Cluster_2
3403,sullivanmarisa,6,0.7049111327313361,155,13,27,17,0.0,15,0,45,0.000484138862912774,Cluster_1
3404,jonathan06,14,0.08520047755966198,245,7,63,23,0.17328475292760448,132,87,70,0.0013543688039271064,Cluster_3
3405,coxjason,0,0.6500924511399314,0,42,19,0,inf,0,18,0,0.0,Cluster_1
3406,weaverkatherine,20,0.6536564764056204,335,644,12,37,2.2565812834717214,50,33,68,0.0012445316733614847,Cluster_1
3407,briandennis,8,0.9562211736436277,86,155,59,4,22.858525128092005,96,27,23,0.0011855513152519896,Cluster_3
3408,samanthashelton,5,0.0030208713561612477,150,13,342,12,0.0,152,0,46,0.0002372066595636271,Cluster_3
3409,emily27,159,0.2479324498058072,3104,2,31,310,1.9611545402624282,0,75,38,0.004506644977448038,Cluster_3
3410,nicholas64,2,0.9277914793753155,53,1,9,12,0.0,33,4,9,0.00020498753316997245,Cluster_3
3411,nancymorales,4,0.932133915398283,66,353,15,7,70.9326146616438,25,60,46,0.00012167685504100559,Cluster_1
3412,erikhansen,146,0.7205864193706374,2914,5,879,294,16.73058974869421,474,38,18,0.02307349863441246,Cluster_1
3413,pjones,2,0.76576332104754,108,18,24,9,4.287875132722356,115,0,31,0.0003757880886307167,Cluster_2
3414,bobbysmith,3,0.09148295792964711,38,357,8,3,128.47421609815143,12,0,48,0.0003929677783853679,Cluster_3
3415,melanieluna,5,0.5138758347782336,130,1,3,12,10.336538227556346,0,0,0,0.0007258986870441745,Cluster_1
3416,bradleyleonard,26,0.2315829912889994,521,485,1,53,44.052915932948196,3,0,20,0.0027204261470887797,Cluster_1
3417,debra03,10,0.18121804361361726,192,20,34,17,0.0,29,0,0,0.0009243344163308093,Cluster_1
3418,stephanie97,1,0.8103032991233325,134,4,53,20,22.380313250395133,89,0,0,5.678836111101059e-05,Cluster_3
3419,kevinbaldwin,3,0.13503813668054743,0,21,11,0,7.32923244876094,0,34,33,0.00047708407553648344,Cluster_1
3420,jeremypitts,2,0.46865163699638523,104,9,19,1,0.0,0,0,12,0.00026310514182803106,Cluster_2
3421,flemingnicholas,6,0.938578239586033,152,73,3,28,0.0,0,28,33,0.0014259739446681513,Cluster_1
3422,barry97,13,0.18583205556534255,236,10,24,21,12.901048000088004,39,0,9,0.0021869100657184453,Cluster_1
3423,vhaney,13,0.9779934237382346,341,1,41,40,0.0,187,3,23,0.00032371117086619355,Cluster_1
3424,jennifergarza,0,0.994287985761059,0,22,9,7,inf,0,48,13,0.0,Cluster_1
3425,gbuchanan,36,0.5556171546824029,693,2,253,74,38.6121710148982,149,64,44,0.0057955091672571716,Cluster_3
3426,robertsalejandra,10,0.17014274017715791,139,47,5,12,24.299540807186567,0,33,37,0.00021485295041774334,Cluster_1
3427,josephwatts,58,0.31610488794089564,1180,3,30,119,27.880410640944014,0,35,54,0.004422598054791222,Cluster_3
3428,vvalencia,14,0.42449283267653515,224,13,71,16,0.0,57,22,14,0.0012806644594057731,Cluster_1
3429,uhill,38,0.30932422435822293,781,46,17,88,16.465187238429372,9,30,12,0.0026671002895826885,Cluster_3
3430,rodriguezisaac,14,0.2806355798765158,270,22,15,22,0.0,0,1,0,0.0031010755391095934,Cluster_1
3431,connercharles,55,0.9722297092163575,1076,51,2,106,0.0,81,15,0,0.008294335473709136,Cluster_3
3432,donaldbennett,16,0.15336482741574564,339,112,153,34,41.8254411243824,97,41,43,0.0027733150528532957,Cluster_2
3433,wyatt17,6,0.7333279087168623,106,4,15,10,0.0,11,0,0,0.00024334421814301263,Cluster_1
3434,leslie31,223,0.00041028943917487126,4405,29,44,437,22.35716852651119,0,156,103,0.012408476845852104,Cluster_2
3435,natasha15,28,0.5961826694023769,700,0,55,76,20.312934659994298,47,5,5,0.006557581121937148,Cluster_2
3436,hwilliams,17,0.9159430039540524,315,51,7,36,24.49482500441676,26,0,0,0.0027798314091619877,Cluster_2
3437,whitakerdavid,1,0.287934094093219,0,19,14,1,0.0,27,0,0,5.89063450416873e-05,Cluster_3
3438,cody50,1,0.1855259752577192,0,5,148,0,15.504019320313596,127,0,0,5.854021529617781e-05,Cluster_1
3439,marcusflores,11,0.651679794878427,156,58,3,20,2.1407559543900088,66,0,0,0.0008550462142635261,Cluster_3
3440,smithjeffrey,9,0.7126014072983932,221,273,488,19,52.103270483915566,344,0,37,0.0009609103201294269,Cluster_1
3441,corybrooks,2,0.6880305189519813,56,14,6,13,0.0,0,0,0,0.00039036327166361865,Cluster_2
3442,michele54,9,0.31931688002137404,199,6,3,20,8.022424447978729,0,0,13,0.00044009001944155017,Cluster_3
3443,christina23,80,0.2522024021593309,1581,44,24,164,5.077504056801338,30,38,54,0.011276761144413904,Cluster_1
3444,gordon26,20,0.9559187999620442,386,2,551,38,0.0,236,32,46,0.001213673916076247,Cluster_2
3445,oliverjuan,1,0.9232995082699295,1,10,1,0,0.0,0,0,0,0.00011135668675784374,Cluster_3
3446,bonillamelissa,6,0.4573166098928203,115,298,16,17,13.063622404329642,31,12,0,0.0005131351140934208,Cluster_3
3447,zbrady,2,0.8461938661543734,81,37,41,19,3.972893961541864,65,1,13,0.00024057462724473683,Cluster_2
3448,cjordan,4,0.45232347763429603,96,1,21,17,11.234341693302957,74,18,0,0.0001569153939273893,Cluster_3
3449,jenniferclark,3,0.4243890180725104,85,1,35,12,4.240644846305485,7,2,46,0.00018911697311300806,Cluster_1
3450,helenwebster,3,0.15676294759929466,84,44,6,11,18.054668278537644,26,0,21,0.00023666597243625698,Cluster_3
3451,dhanson,1,0.42640605649197283,64,156,8,3,135.20503782137234,16,0,5,9.438245368095011e-05,Cluster_1
3452,alexanderschwartz,6,0.537416938599807,134,1,16,14,22.57567649687731,8,9,18,0.000538328560393055,Cluster_3
3453,samanthazimmerman,3,0.022504327428686466,77,74,3,3,24.290273099439865,0,39,27,0.00011806131904682542,Cluster_1
3454,gpeters,0,0.4441130051754064,59,363,18,7,inf,0,0,0,0.0,Cluster_2
3455,christophermartinez,160,0.7813562183952003,3166,990,11,318,24.995491378922612,38,58,47,0.01824898448548648,Cluster_2
3456,pclarke,37,0.6800460563742698,697,60,9,59,0.0,0,10,0,0.0010699128758389655,Cluster_3
3457,nicole62,4,0.635156988863935,20,82,32,2,25.07095539743846,0,0,48,0.00044662379857196696,Cluster_3
3458,kelsey13,7,0.9095554284372025,149,0,1,16,8.469249832028396,0,0,0,0.0006669670853139421,Cluster_1
3459,kirbypatricia,1,0.01803200982523001,0,1450,14,0,1439.0886369941231,79,0,12,0.00015452175528585496,Cluster_2
3460,iflores,94,0.5570475861922342,1903,11,649,192,13.164488891791267,184,39,3,0.007836090112520388,Cluster_2
3461,vcross,127,0.7873488484097071,2534,6,3,246,9.589707507079531,0,70,22,0.034944619572132324,Cluster_1
3462,russell17,9,0.5413353827012672,236,20,138,19,0.1986879766737233,102,0,0,0.0006793498691780499,Cluster_3
3463,reedjudith,34,0.32389555258037916,646,503,21,69,12.151099844361596,0,0,10,0.005687403225032246,Cluster_3
3464,amandakelley,9,0.13625056509197786,169,1762,8,16,206.24873093520387,0,0,0,0.002185821122412255,Cluster_3
3465,andrea51,0,0.8875630718161913,56,41,2,7,inf,0,0,27,0.0,Cluster_1
3466,jessica39,3,0.470762392387603,129,199,24,10,67.59133168146613,0,0,10,0.0003639698301209155,Cluster_3
3467,garrettchristopher,9,0.8781151969857014,145,35,177,14,26.292678097025824,68,0,3,0.0010792444977604759,Cluster_1
3468,michellesmith,3,0.5858521224331683,69,5,11,0,14.837185915278331,0,0,0,0.00040832098463329937,Cluster_2
3469,melaniespencer,5,0.6741921166150008,114,472,17,15,58.630721005463705,0,0,14,0.000597736508923857,Cluster_1
3470,bradleybaker,6,0.80426115437845,138,10,91,22,0.0,42,0,0,0.00018616280931605896,Cluster_1
3471,karenbean,6,0.6591555446001344,106,525,33,5,111.14470438043323,127,0,0,0.001104995451152304,Cluster_1
3472,olsonrobert,7,0.3980548406789377,204,342,1,15,43.9216802277249,38,14,19,0.0008226833443941864,Cluster_3
3473,ydiaz,1,0.513633383928651,0,100,23,2,103.28351645594948,62,0,0,0.0001356626266960895,Cluster_3
3474,frazieralbert,2,0.8030455246758799,18,890,194,9,467.7858103531829,136,0,0,0.000182274841114076,Cluster_3
3475,hermanalicia,1,0.3736502963729842,42,1841,19,4,1840.8717756525632,0,39,55,6.91174605811504e-05,Cluster_2
3476,amberjohnson,32,0.3881214567684971,662,24,0,60,1.4953521917869772,15,0,0,0.0027648761846474214,Cluster_2
3477,chad48,0,0.09569011605800115,67,7,35,5,inf,72,46,0,0.0,Cluster_3
3478,nicolepeck,41,0.9145844352217477,879,1,14,82,7.424280388452849,48,10,0,0.002090359668825869,Cluster_3
3479,steven06,59,0.09103631494544173,1165,1882,1,113,43.62854946408223,10,0,0,0.008463181775105145,Cluster_2
3480,dandrews,4,0.6482091774485559,144,15,1,12,0.0,26,0,28,9.451680277966506e-05,Cluster_2
3481,zhodges,0,0.4131944788027977,0,255,86,0,inf,166,2,0,0.0,Cluster_3
3482,maurice84,4,0.40561939025544236,126,8,6,8,54.52578510390457,44,39,0,0.0008267661943357149,Cluster_1
3483,donaldsonronald,6,0.6795518365726839,210,527,5,21,85.97516393636766,0,26,40,0.00016790202201654567,Cluster_2
3484,pmurray,1,0.06709373262987872,80,9,19,9,0.0,5,2,0,4.756789836209899e-05,Cluster_1
3485,tinawallace,3,0.5937057829514346,65,3,7,0,15.131728905845232,0,39,29,9.924703322366563e-05,Cluster_2
3486,paul91,73,0.7720317859723548,1443,22,23,146,0.0,128,0,0,0.01539049980445011,Cluster_3
3487,tarasmall,20,0.8282127578865942,323,12,14,30,0.0,87,17,60,0.0011538833106424693,Cluster_2
3488,reyesrichard,1,0.1705303893937753,35,96,3,7,105.6610714330289,5,9,0,7.487249465171965e-05,Cluster_3
3489,shawnfreeman,0,0.8974190500781737,0,30,9,3,inf,113,9,12,0.0,Cluster_2
3490,hmanning,4,0.6561460918474422,40,102,39,1,57.029160043112675,51,0,37,0.0003906516317821464,Cluster_3
3491,juliehorton,5,0.8818548008206828,40,19,21,7,13.690092595048046,0,0,0,0.0007060979162881306,Cluster_1
3492,nicholashanson,15,0.48528071711019827,276,10,17,23,0.0,53,2,0,0.0009782162047297356,Cluster_2
3493,pburns,3,0.542033345097202,58,11,367,12,5.853607027108927,203,34,39,0.0001363754778589591,Cluster_1
3494,rogerwilkins,15,0.9190382770286711,313,1314,60,27,105.66576242196386,71,64,63,0.002192301179915783,Cluster_3
3495,lindsaywilson,134,0.8999095433546718,2649,49,72,266,4.084896713007016,0,47,8,0.005412279541722409,Cluster_3
3496,warrenkiara,25,0.448160873369002,553,0,15,54,42.44218914467097,0,0,36,0.0027715444166694805,Cluster_3
3497,fjohnson,6,0.27441263163568175,109,12,27,5,24.71735032791049,87,27,17,0.0016806406773670368,Cluster_1
3498,zchen,5,0.39317043456426415,60,39,10,10,17.552147351222438,89,80,60,0.0005881869744795077,Cluster_2
3499,adamsthomas,4,0.38776432852974974,91,917,64,6,210.5102825298303,102,35,58,0.00037639323832319737,Cluster_1
3500,mariahmoore,43,0.28686687498279395,958,210,17,87,1.9459588521927373,119,0,19,0.0033700121750363885,Cluster_3
3501,perrykeith,2,0.26857960433296657,56,6,28,0,12.577499401049053,42,86,51,0.0002942178915232887,Cluster_1
3502,campbelljeffrey,7,0.8610629364797194,121,2573,25,7,351.1142002562658,37,24,0,0.000868117242580431,Cluster_1
3503,ythompson,7,0.06986192068466168,63,31,19,13,30.297108927830422,0,0,67,0.0014141177592471594,Cluster_2
3504,ncallahan,3,0.6776111820995941,49,312,1647,11,84.51685316443918,794,59,15,0.0004573820656749598,Cluster_2
3505,pjones,0,0.1728200514564523,11,4,7,0,inf,0,0,7,0.0,Cluster_1
3506,valerie12,11,0.34450589339406323,200,0,7,18,0.0,0,0,12,0.002315848655310878,Cluster_2
3507,derekthomas,6,0.06154303413483686,36,2,56,1,15.209822545995994,0,24,28,0.0007493204333017191,Cluster_3
3508,nsharp,15,0.26997363685546205,257,0,8,19,0.0,58,6,56,0.0006522327539381925,Cluster_2
3509,wevans,3,0.7684210711172421,132,1482,12,8,458.0004685916189,25,2,2,0.000205843951701265,Cluster_3
3510,joshuajohnston,46,0.8850153245472586,991,48,3,104,22.804254976103824,0,24,12,0.002917581934570356,Cluster_2
3511,charlesfranco,1,0.22152715190236705,0,6,41,2,0.0,11,33,58,0.0001334475059248069,Cluster_1
3512,tiffany55,96,0.46354783925892185,1953,74,42,196,0.0,119,0,0,0.007109728454548397,Cluster_2
3513,mathiscory,0,0.4703240479372064,0,46,12,0,inf,0,8,26,0.0,Cluster_2
3514,lindseywilkinson,14,0.8735753057597342,350,101,58,35,41.54954069797272,0,0,4,0.002536547588879133,Cluster_1
3515,landerson,15,0.7627990528758054,312,292,1,19,6.3257927212084475,0,0,23,0.0014415945218878073,Cluster_2
3516,richard77,2,0.5130772183680499,87,19,6,12,7.03263789246197,0,0,18,0.0002182769934304368,Cluster_2
3517,meganpugh,13,0.6707472004717734,174,6,15,18,0.0,34,0,0,0.0013779819947281433,Cluster_1
3518,jamesmoyer,50,0.8473550539093668,1033,146,3,96,0.0,0,1,0,0.00856026905528751,Cluster_1
3519,jessicasmith,0,0.009538954025544943,0,140,1,8,inf,0,38,0,0.0,Cluster_2
3520,rmoore,15,0.4028900310500486,342,39,12,25,0.0,0,32,0,0.0005235859355177878,Cluster_2
3521,ronnie42,0,0.9072431672770787,45,1668,56,7,inf,20,0,0,0.0,Cluster_1
3522,zclay,1,0.7403130308439514,23,15,137,5,17.017581292271917,7,0,0,6.699174243432844e-05,Cluster_2
3523,brianpetersen,85,0.5428413743340746,1669,6,8,160,49.72414347878054,19,67,36,0.0056072606878716826,Cluster_1
3524,john57,3,0.5296445270351334,98,70,60,9,9.155118833521554,0,40,27,0.0003241200395817611,Cluster_3
3525,uhayes,1,0.3477700976044378,16,9,52,0,0.0,0,31,40,0.00023774224251480868,Cluster_3
3526,angelanash,5,0.5205205336415145,56,80,124,0,46.67519536710657,112,0,12,0.0009409356934247887,Cluster_2
3527,hnelson,164,0.6553831994634532,3233,7,11,317,21.202223568191958,24,56,56,0.011675372068722722,Cluster_1
3528,yhamilton,0,0.4183630384287931,0,16,1,0,inf,34,49,39,0.0,Cluster_1
3529,williamslinda,1,0.714153146392174,0,995,22,3,972.7261696982346,118,0,0,0.000164349199847064,Cluster_2
3530,pwatson,69,0.8612322272603858,1435,15,4,143,35.11731665890651,0,48,26,0.0074121862304562455,Cluster_2
3531,william06,119,0.15468484818486117,2388,7,6,239,0.0,4,6,0,0.003869917798177147,Cluster_2
3532,kristen84,6,0.4515470228174244,93,272,12,4,36.71983076343262,0,0,5,0.0013362611034083058,Cluster_2
3533,jason81,1,0.4080200912850811,60,4,12,3,26.859194738365595,0,18,0,8.371331458633068e-05,Cluster_2
3534,xglenn,171,0.6874648040497281,3378,9,24,333,0.0,0,84,77,0.020436607782356727,Cluster_3
3535,bsmith,80,0.24986746525792936,1604,93,57,154,0.0,32,55,9,0.0042047830876680735,Cluster_1
3536,ethandowns,20,0.6402509149522763,391,179,11,36,9.756051989971635,23,0,3,0.003370113920258556,Cluster_3
3537,neallarry,2,0.877489241731488,78,297,36,8,132.87302396858473,38,0,8,0.00022326011776130854,Cluster_1
3538,simmonscurtis,6,0.4181315997936227,41,8,20,1,0.0,13,17,39,0.0005616355323739631,Cluster_2
3539,averykathy,5,0.91101569997922,57,96,81,4,1.565796156997358,86,23,0,0.00014539841473557556,Cluster_3
3540,sandrazavala,12,0.9931637389334784,158,14,15,19,0.0,8,12,0,0.0016291214517313228,Cluster_3
3541,anthonycole,65,0.10609204994795207,1287,11,17,126,0.0,0,60,49,0.010888350012618717,Cluster_1
3542,maurice95,27,0.23305318798485863,600,288,11,53,22.17159730894742,0,0,43,0.001040979628187098,Cluster_2
3543,markweaver,1,0.9503797514820932,0,12,15,2,0.0,0,0,0,3.094634287635077e-05,Cluster_3
3544,zruiz,58,0.9583276864813868,1134,54,6,114,10.499558499447746,76,83,34,0.00781486978402381,Cluster_1
3545,tonifrank,11,0.0977072753867585,263,43,5,27,0.0,0,44,77,0.000448820880116881,Cluster_1
3546,angelaholt,20,0.014998500377136681,453,4,64,48,18.38437842165077,0,29,37,0.0027335021789594892,Cluster_1
3547,travisnicholson,66,0.16110002325642225,1315,188,3,133,0.0,0,28,51,0.004600502624589231,Cluster_3
3548,kjones,1,0.9960127833822483,54,90,12,5,43.16939181217854,0,31,0,4.373394436515096e-05,Cluster_3
3549,paulspence,7,0.17999961661068686,86,0,92,20,24.745251703264547,127,16,22,0.0014746699376788754,Cluster_1
3550,jonathan90,3,0.5025476067220231,128,54,11,6,0.8821239253765754,0,0,0,0.0005450697342322531,Cluster_2
3551,dyeramanda,0,0.848417726430511,107,8,69,7,inf,166,29,0,0.0,Cluster_1
3552,garciakristin,12,0.02040161068820634,266,238,8,31,31.12517135749473,7,0,14,0.00010729317728747594,Cluster_3
3553,byrdcraig,319,0.6044889822584595,6275,2,4,628,15.811535960101553,104,182,125,0.03817110496533403,Cluster_2
3554,gilmorebrendan,0,0.2770254488696243,0,17,1,3,inf,45,0,0,0.0,Cluster_2
3555,moralesmichael,7,0.8623349164397316,170,63,143,17,11.253586924981386,89,51,66,0.0005037916196645914,Cluster_3
3556,pjones,19,0.28346114926407917,358,36,3,42,4.375845198876042,80,1,0,0.000614430871320457,Cluster_3
3557,alicia08,8,0.6867557202819089,223,130,61,17,41.87680048388617,86,0,0,0.0013563632323591221,Cluster_1
